product_name,series,price,rating,reviews_count,stock,daily_sales,date
iPhone 17,17,12000.0,4.1,308,31,14,2025-02-13
iPhone 17 Pro,17,15500.0,4.2,386,22,25,2025-02-13
iPhone 17 Pro Max,17,18000.0,3.7,430,21,20,2025-02-13
iPhone X,X,5000.0,4.0,439,30,21,2025-02-14
iPhone XS,X,5200.0,3.4,287,15,3,2025-02-14
iPhone XS Max,X,5500.0,4.6,277,34,13,2025-02-14
iPhone 11,11,6000.0,3.4,262,5,14,2025-02-14
iPhone 11 Pro,11,7000.0,3.6,355,27,15,2025-02-14
iPhone 11 Pro Max,11,8000.0,4.2,161,26,11,2025-02-14
iPhone 12,12,7000.0,3.9,411,35,22,2025-02-14
iPhone 12 mini,12,6800.0,3.7,255,25,26,2025-02-14
iPhone 12 Pro,12,8500.0,3.0,38,37,10,2025-02-14
iPhone 12 Pro Max,12,9000.0,4.2,496,48,24,2025-02-14
iPhone 13,13,8000.0,3.1,268,11,18,2025-02-14
iPhone 13 mini,13,7800.0,3.4,426,48,24,2025-02-14
iPhone 13 Pro,13,9500.0,3.1,387,15,21,2025-02-14
iPhone 13 Pro Max,13,10000.0,3.7,102,28,26,2025-02-14
iPhone 14,14,9000.0,4.1,181,10,7,2025-02-14
iPhone 14 Plus,14,9200.0,3.0,260,20,12,2025-02-14
iPhone 14 Pro,14,11000.0,4.7,176,32,18,2025-02-14
iPhone 14 Pro Max,14,12000.0,4.0,451,49,19,2025-02-14
iPhone 15,15,10000.0,4.6,462,27,16,2025-02-14
iPhone 15 Plus,15,10200.0,4.7,260,43,24,2025-02-14
iPhone 15 Pro,15,12500.0,3.7,464,33,15,2025-02-14
iPhone 15 Pro Max,15,14000.0,4.2,405,42,24,2025-02-14
iPhone 16,16,11000.0,4.0,156,7,25,2025-02-14
iPhone 16 Pro,16,14000.0,3.3,397,25,18,2025-02-14
iPhone 16 Pro Max,16,16000.0,3.1,145,27,21,2025-02-14
iPhone 17,17,12000.0,3.4,343,17,20,2025-02-14
iPhone 17 Pro,17,15500.0,3.2,336,19,23,2025-02-14
iPhone 17 Pro Max,17,18000.0,4.8,122,41,22,2025-02-14
iPhone X,X,5000.0,3.9,275,47,14,2025-02-15
iPhone XS,X,5200.0,3.9,315,16,31,2025-02-15
iPhone XS Max,X,5500.0,5.0,197,30,23,2025-02-15
iPhone 11,11,6000.0,3.3,288,47,25,2025-02-15
iPhone 11 Pro,11,7000.0,4.4,462,47,18,2025-02-15
iPhone 11 Pro Max,11,8000.0,4.3,328,32,17,2025-02-15
iPhone 12,12,7000.0,4.3,164,36,6,2025-02-15
iPhone 12 mini,12,6800.0,3.0,490,8,18,2025-02-15
iPhone 12 Pro,12,8500.0,3.4,491,7,20,2025-02-15
iPhone 12 Pro Max,12,9000.0,4.9,496,34,22,2025-02-15
iPhone 13,13,8000.0,4.0,206,29,20,2025-02-15
iPhone 13 mini,13,7800.0,3.4,467,49,17,2025-02-15
iPhone 13 Pro,13,9500.0,4.0,328,16,19,2025-02-15
iPhone 13 Pro Max,13,10000.0,3.7,212,23,18,2025-02-15
iPhone 14,14,9000.0,5.0,318,30,20,2025-02-15
iPhone 14 Plus,14,9200.0,3.4,242,5,20,2025-02-15
iPhone 14 Pro,14,11000.0,3.8,384,26,22,2025-02-15
iPhone 14 Pro Max,14,12000.0,3.7,448,32,17,2025-02-15
iPhone 15,15,10000.0,3.8,196,37,22,2025-02-15
iPhone 15 Plus,15,10200.0,4.7,186,41,22,2025-02-15
iPhone 15 Pro,15,12500.0,4.4,107,39,29,2025-02-15
iPhone 15 Pro Max,15,14000.0,4.2,319,26,17,2025-02-15
iPhone 16,16,11000.0,3.3,428,49,17,2025-02-15
iPhone 16 Pro,16,14000.0,4.3,436,47,14,2025-02-15
iPhone 16 Pro Max,16,16000.0,3.8,167,17,27,2025-02-15
iPhone 17,17,12000.0,3.3,322,43,29,2025-02-15
iPhone 17 Pro,17,15500.0,4.1,310,48,23,2025-02-15
iPhone 17 Pro Max,17,18000.0,3.1,179,11,15,2025-02-15
iPhone X,X,5000.0,4.6,349,31,24,2025-02-16
iPhone XS,X,5200.0,4.1,296,25,14,2025-02-16
iPhone XS Max,X,5500.0,4.5,121,49,14,2025-02-16
iPhone 11,11,6000.0,3.5,126,32,19,2025-02-16
iPhone 11 Pro,11,7000.0,4.2,434,6,10,2025-02-16
iPhone 11 Pro Max,11,8000.0,4.5,438,15,19,2025-02-16
iPhone 12,12,7000.0,4.2,177,7,19,2025-02-16
iPhone 12 mini,12,6800.0,3.2,155,28,13,2025-02-16
iPhone 12 Pro,12,8500.0,4.0,199,5,21,2025-02-16
iPhone 12 Pro Max,12,9000.0,4.8,235,33,25,2025-02-16
iPhone 13,13,8000.0,4.6,220,29,21,2025-02-16
iPhone 13 mini,13,7800.0,4.1,412,37,20,2025-02-16
iPhone 13 Pro,13,9500.0,3.5,245,44,15,2025-02-16
iPhone 13 Pro Max,13,10000.0,4.1,143,25,14,2025-02-16
iPhone 14,14,9000.0,3.9,361,45,20,2025-02-16
iPhone 14 Plus,14,9200.0,3.4,453,28,13,2025-02-16
iPhone 14 Pro,14,11000.0,3.8,338,35,25,2025-02-16
iPhone 14 Pro Max,14,12000.0,4.9,281,19,23,2025-02-16
iPhone 15,15,10000.0,3.3,317,9,31,2025-02-16
iPhone 15 Plus,15,10200.0,4.3,267,33,12,2025-02-16
iPhone 15 Pro,15,12500.0,4.9,435,49,15,2025-02-16
iPhone 15 Pro Max,15,14000.0,4.8,200,13,25,2025-02-16
iPhone 16,16,11000.0,3.3,276,39,18,2025-02-16
iPhone 16 Pro,16,14000.0,3.7,82,11,13,2025-02-16
iPhone 16 Pro Max,16,16000.0,3.6,321,27,26,2025-02-16
iPhone 17,17,12000.0,3.2,166,18,22,2025-02-16
iPhone 17 Pro,17,15500.0,3.7,206,35,15,2025-02-16
iPhone 17 Pro Max,17,18000.0,4.3,22,43,18,2025-02-16
iPhone X,X,5000.0,4.3,384,10,15,2025-02-17
iPhone XS,X,5200.0,3.4,349,9,18,2025-02-17
iPhone XS Max,X,5500.0,3.5,324,23,24,2025-02-17
iPhone 11,11,6000.0,4.6,370,8,20,2025-02-17
iPhone 11 Pro,11,7000.0,4.6,448,39,18,2025-02-17
iPhone 11 Pro Max,11,8000.0,4.9,16,34,21,2025-02-17
iPhone 12,12,7000.0,3.7,482,20,15,2025-02-17
iPhone 12 mini,12,6800.0,3.5,229,20,19,2025-02-17
iPhone 12 Pro,12,8500.0,4.6,51,21,23,2025-02-17
iPhone 12 Pro Max,12,9000.0,4.7,43,40,17,2025-02-17
iPhone 13,13,8000.0,3.3,417,22,20,2025-02-17
iPhone 13 mini,13,7800.0,3.7,346,28,21,2025-02-17
iPhone 13 Pro,13,9500.0,3.5,392,38,19,2025-02-17
iPhone 13 Pro Max,13,10000.0,3.2,63,43,19,2025-02-17
iPhone 14,14,9000.0,4.5,337,24,24,2025-02-17
iPhone 14 Plus,14,9200.0,4.6,118,5,16,2025-02-17
iPhone 14 Pro,14,11000.0,4.2,209,8,27,2025-02-17
iPhone 14 Pro Max,14,12000.0,3.6,16,31,26,2025-02-17
iPhone 15,15,10000.0,4.9,473,42,22,2025-02-17
iPhone 15 Plus,15,10200.0,4.3,72,40,24,2025-02-17
iPhone 15 Pro,15,12500.0,4.2,196,21,26,2025-02-17
iPhone 15 Pro Max,15,14000.0,4.7,381,39,19,2025-02-17
iPhone 16,16,11000.0,4.7,456,35,17,2025-02-17
iPhone 16 Pro,16,14000.0,3.3,347,18,16,2025-02-17
iPhone 16 Pro Max,16,16000.0,3.7,88,10,24,2025-02-17
iPhone 17,17,12000.0,3.5,88,7,18,2025-02-17
iPhone 17 Pro,17,15500.0,4.3,470,45,19,2025-02-17
iPhone 17 Pro Max,17,18000.0,3.1,88,48,20,2025-02-17
iPhone X,X,5000.0,4.1,358,38,19,2025-02-18
iPhone XS,X,5200.0,3.1,201,29,13,2025-02-18
iPhone XS Max,X,5500.0,3.3,401,31,19,2025-02-18
iPhone 11,11,6000.0,4.3,65,34,19,2025-02-18
iPhone 11 Pro,11,7000.0,3.8,94,26,22,2025-02-18
iPhone 11 Pro Max,11,8000.0,4.3,122,47,17,2025-02-18
iPhone 12,12,7000.0,3.9,451,6,21,2025-02-18
iPhone 12 mini,12,6800.0,4.5,90,43,22,2025-02-18
iPhone 12 Pro,12,8500.0,4.7,78,24,16,2025-02-18
iPhone 12 Pro Max,12,9000.0,4.7,331,13,33,2025-02-18
iPhone 13,13,8000.0,4.1,351,26,16,2025-02-18
iPhone 13 mini,13,7800.0,3.2,375,37,22,2025-02-18
iPhone 13 Pro,13,9500.0,4.4,458,37,14,2025-02-18
iPhone 13 Pro Max,13,10000.0,3.5,292,47,25,2025-02-18
iPhone 14,14,9000.0,4.5,170,32,23,2025-02-18
iPhone 14 Plus,14,9200.0,4.8,327,20,15,2025-02-18
iPhone 14 Pro,14,11000.0,3.5,379,46,23,2025-02-18
iPhone 14 Pro Max,14,12000.0,3.2,191,17,12,2025-02-18
iPhone 15,15,10000.0,4.5,180,43,20,2025-02-18
iPhone 15 Plus,15,10200.0,4.5,191,34,20,2025-02-18
iPhone 15 Pro,15,12500.0,4.6,323,8,19,2025-02-18
iPhone 15 Pro Max,15,14000.0,5.0,305,10,21,2025-02-18
iPhone 16,16,11000.0,3.5,202,8,21,2025-02-18
iPhone 16 Pro,16,14000.0,3.7,260,16,17,2025-02-18
iPhone 16 Pro Max,16,16000.0,4.9,193,10,25,2025-02-18
iPhone 17,17,12000.0,3.0,74,28,17,2025-02-18
iPhone 17 Pro,17,15500.0,4.1,464,23,16,2025-02-18
iPhone 17 Pro Max,17,18000.0,3.4,71,34,19,2025-02-18
iPhone X,X,5000.0,3.9,468,24,23,2025-02-19
iPhone XS,X,5200.0,4.1,458,35,23,2025-02-19
iPhone XS Max,X,5500.0,3.7,411,21,25,2025-02-19
iPhone 11,11,6000.0,4.7,449,26,14,2025-02-19
iPhone 11 Pro,11,7000.0,4.4,384,23,19,2025-02-19
iPhone 11 Pro Max,11,8000.0,4.5,25,48,13,2025-02-19
iPhone 12,12,7000.0,3.9,63,44,18,2025-02-19
iPhone 12 mini,12,6800.0,4.7,201,47,18,2025-02-19
iPhone 12 Pro,12,8500.0,3.0,196,27,20,2025-02-19
iPhone 12 Pro Max,12,9000.0,4.0,171,49,21,2025-02-19
iPhone 13,13,8000.0,3.8,87,20,22,2025-02-19
iPhone 13 mini,13,7800.0,3.3,134,21,15,2025-02-19
iPhone 13 Pro,13,9500.0,4.0,335,26,23,2025-02-19
iPhone 13 Pro Max,13,10000.0,3.3,67,10,26,2025-02-19
iPhone 14,14,9000.0,4.6,399,49,16,2025-02-19
iPhone 14 Plus,14,9200.0,4.9,106,19,15,2025-02-19
iPhone 14 Pro,14,11000.0,4.4,64,31,18,2025-02-19
iPhone 14 Pro Max,14,12000.0,5.0,128,20,21,2025-02-19
iPhone 15,15,10000.0,4.6,163,39,14,2025-02-19
iPhone 15 Plus,15,10200.0,3.3,178,45,22,2025-02-19
iPhone 15 Pro,15,12500.0,4.8,12,36,22,2025-02-19
iPhone 15 Pro Max,15,14000.0,4.6,70,18,21,2025-02-19
iPhone 16,16,11000.0,4.3,15,43,25,2025-02-19
iPhone 16 Pro,16,14000.0,4.4,414,21,22,2025-02-19
iPhone 16 Pro Max,16,16000.0,3.9,124,46,23,2025-02-19
iPhone 17,17,12000.0,4.2,41,19,20,2025-02-19
iPhone 17 Pro,17,15500.0,4.5,293,21,19,2025-02-19
iPhone 17 Pro Max,17,18000.0,3.9,136,40,13,2025-02-19
iPhone X,X,5000.0,4.0,22,19,18,2025-02-20
iPhone XS,X,5200.0,3.1,483,37,13,2025-02-20
iPhone XS Max,X,5500.0,4.7,34,41,16,2025-02-20
iPhone 11,11,6000.0,3.4,353,44,18,2025-02-20
iPhone 11 Pro,11,7000.0,3.4,106,21,22,2025-02-20
iPhone 11 Pro Max,11,8000.0,3.8,327,28,17,2025-02-20
iPhone 12,12,7000.0,3.6,346,21,23,2025-02-20
iPhone 12 mini,12,6800.0,4.1,192,33,15,2025-02-20
iPhone 12 Pro,12,8500.0,4.1,374,21,17,2025-02-20
iPhone 12 Pro Max,12,9000.0,4.8,91,21,17,2025-02-20
iPhone 13,13,8000.0,3.7,442,33,21,2025-02-20
iPhone 13 mini,13,7800.0,4.5,385,47,19,2025-02-20
iPhone 13 Pro,13,9500.0,3.1,214,19,12,2025-02-20
iPhone 13 Pro Max,13,10000.0,4.7,355,30,19,2025-02-20
iPhone 14,14,9000.0,3.8,163,32,25,2025-02-20
iPhone 14 Plus,14,9200.0,3.4,490,46,22,2025-02-20
iPhone 14 Pro,14,11000.0,4.1,426,16,17,2025-02-20
iPhone 14 Pro Max,14,12000.0,3.9,64,30,25,2025-02-20
iPhone 15,15,10000.0,3.7,317,40,20,2025-02-20
iPhone 15 Plus,15,10200.0,4.5,409,28,22,2025-02-20
iPhone 15 Pro,15,12500.0,4.7,327,5,19,2025-02-20
iPhone 15 Pro Max,15,14000.0,4.3,451,12,17,2025-02-20
iPhone 16,16,11000.0,4.5,357,10,14,2025-02-20
iPhone 16 Pro,16,14000.0,4.5,308,30,22,2025-02-20
iPhone 16 Pro Max,16,16000.0,3.4,208,37,19,2025-02-20
iPhone 17,17,12000.0,3.4,445,8,28,2025-02-20
iPhone 17 Pro,17,15500.0,4.4,468,6,15,2025-02-20
iPhone 17 Pro Max,17,18000.0,4.8,53,37,7,2025-02-20
iPhone X,X,5000.0,4.4,225,38,20,2025-02-21
iPhone XS,X,5200.0,3.9,433,6,30,2025-02-21
iPhone XS Max,X,5500.0,3.0,96,19,14,2025-02-21
iPhone 11,11,6000.0,3.3,139,24,12,2025-02-21
iPhone 11 Pro,11,7000.0,4.7,55,7,29,2025-02-21
iPhone 11 Pro Max,11,8000.0,4.7,87,20,19,2025-02-21
iPhone 12,12,7000.0,3.6,53,10,13,2025-02-21
iPhone 12 mini,12,6800.0,3.2,189,34,19,2025-02-21
iPhone 12 Pro,12,8500.0,3.7,497,11,30,2025-02-21
iPhone 12 Pro Max,12,9000.0,3.4,62,47,26,2025-02-21
iPhone 13,13,8000.0,3.2,144,9,18,2025-02-21
iPhone 13 mini,13,7800.0,3.3,32,41,13,2025-02-21
iPhone 13 Pro,13,9500.0,3.2,396,33,20,2025-02-21
iPhone 13 Pro Max,13,10000.0,4.5,386,15,10,2025-02-21
iPhone 14,14,9000.0,4.4,115,28,15,2025-02-21
iPhone 14 Plus,14,9200.0,3.5,275,16,25,2025-02-21
iPhone 14 Pro,14,11000.0,3.4,128,38,18,2025-02-21
iPhone 14 Pro Max,14,12000.0,4.1,277,43,16,2025-02-21
iPhone 15,15,10000.0,4.2,406,38,27,2025-02-21
iPhone 15 Plus,15,10200.0,4.9,206,23,12,2025-02-21
iPhone 15 Pro,15,12500.0,4.8,90,14,13,2025-02-21
iPhone 15 Pro Max,15,14000.0,4.3,456,16,21,2025-02-21
iPhone 16,16,11000.0,4.0,17,15,22,2025-02-21
iPhone 16 Pro,16,14000.0,4.6,121,12,16,2025-02-21
iPhone 16 Pro Max,16,16000.0,4.5,371,16,25,2025-02-21
iPhone 17,17,12000.0,4.5,351,25,20,2025-02-21
iPhone 17 Pro,17,15500.0,3.3,487,43,18,2025-02-21
iPhone 17 Pro Max,17,18000.0,3.6,419,42,24,2025-02-21
iPhone X,X,5000.0,4.7,198,48,24,2025-02-22
iPhone XS,X,5200.0,3.1,399,21,17,2025-02-22
iPhone XS Max,X,5500.0,4.2,303,28,25,2025-02-22
iPhone 11,11,6000.0,3.7,79,25,14,2025-02-22
iPhone 11 Pro,11,7000.0,3.6,48,28,27,2025-02-22
iPhone 11 Pro Max,11,8000.0,4.5,253,36,19,2025-02-22
iPhone 12,12,7000.0,4.7,307,31,23,2025-02-22
iPhone 12 mini,12,6800.0,3.8,243,30,17,2025-02-22
iPhone 12 Pro,12,8500.0,3.9,288,38,12,2025-02-22
iPhone 12 Pro Max,12,9000.0,3.8,296,11,10,2025-02-22
iPhone 13,13,8000.0,3.9,222,6,17,2025-02-22
iPhone 13 mini,13,7800.0,3.1,300,22,12,2025-02-22
iPhone 13 Pro,13,9500.0,3.7,97,12,18,2025-02-22
iPhone 13 Pro Max,13,10000.0,3.2,445,15,15,2025-02-22
iPhone 14,14,9000.0,4.7,227,40,10,2025-02-22
iPhone 14 Plus,14,9200.0,4.0,51,23,20,2025-02-22
iPhone 14 Pro,14,11000.0,4.4,359,23,16,2025-02-22
iPhone 14 Pro Max,14,12000.0,3.3,149,28,15,2025-02-22
iPhone 15,15,10000.0,3.8,401,22,21,2025-02-22
iPhone 15 Plus,15,10200.0,4.1,22,23,23,2025-02-22
iPhone 15 Pro,15,12500.0,3.7,99,44,23,2025-02-22
iPhone 15 Pro Max,15,14000.0,3.2,468,48,34,2025-02-22
iPhone 16,16,11000.0,4.9,86,41,16,2025-02-22
iPhone 16 Pro,16,14000.0,4.4,291,30,20,2025-02-22
iPhone 16 Pro Max,16,16000.0,4.2,25,27,27,2025-02-22
iPhone 17,17,12000.0,3.8,494,17,22,2025-02-22
iPhone 17 Pro,17,15500.0,4.3,339,17,15,2025-02-22
iPhone 17 Pro Max,17,18000.0,4.7,257,11,14,2025-02-22
iPhone X,X,5000.0,4.5,425,39,15,2025-02-23
iPhone XS,X,5200.0,4.5,74,8,17,2025-02-23
iPhone XS Max,X,5500.0,3.5,35,41,19,2025-02-23
iPhone 11,11,6000.0,3.5,228,43,20,2025-02-23
iPhone 11 Pro,11,7000.0,3.4,160,20,21,2025-02-23
iPhone 11 Pro Max,11,8000.0,3.6,309,16,22,2025-02-23
iPhone 12,12,7000.0,3.8,265,37,20,2025-02-23
iPhone 12 mini,12,6800.0,4.8,191,32,15,2025-02-23
iPhone 12 Pro,12,8500.0,4.7,206,38,20,2025-02-23
iPhone 12 Pro Max,12,9000.0,3.7,51,42,22,2025-02-23
iPhone 13,13,8000.0,3.6,42,11,25,2025-02-23
iPhone 13 mini,13,7800.0,4.9,83,47,23,2025-02-23
iPhone 13 Pro,13,9500.0,4.6,175,19,19,2025-02-23
iPhone 13 Pro Max,13,10000.0,3.6,405,8,16,2025-02-23
iPhone 14,14,9000.0,4.8,345,44,14,2025-02-23
iPhone 14 Plus,14,9200.0,3.5,110,7,11,2025-02-23
iPhone 14 Pro,14,11000.0,4.3,318,22,21,2025-02-23
iPhone 14 Pro Max,14,12000.0,4.3,235,45,28,2025-02-23
iPhone 15,15,10000.0,4.2,358,45,18,2025-02-23
iPhone 15 Plus,15,10200.0,3.6,345,16,17,2025-02-23
iPhone 15 Pro,15,12500.0,3.5,363,46,27,2025-02-23
iPhone 15 Pro Max,15,14000.0,3.2,260,31,14,2025-02-23
iPhone 16,16,11000.0,4.7,183,46,25,2025-02-23
iPhone 16 Pro,16,14000.0,3.2,68,13,16,2025-02-23
iPhone 16 Pro Max,16,16000.0,4.2,224,6,20,2025-02-23
iPhone 17,17,12000.0,4.5,57,47,27,2025-02-23
iPhone 17 Pro,17,15500.0,4.0,225,30,26,2025-02-23
iPhone 17 Pro Max,17,18000.0,4.7,461,20,21,2025-02-23
iPhone X,X,5000.0,4.0,423,40,23,2025-02-24
iPhone XS,X,5200.0,4.7,251,16,25,2025-02-24
iPhone XS Max,X,5500.0,4.1,321,8,18,2025-02-24
iPhone 11,11,6000.0,4.7,446,24,21,2025-02-24
iPhone 11 Pro,11,7000.0,3.1,165,20,10,2025-02-24
iPhone 11 Pro Max,11,8000.0,3.9,342,23,20,2025-02-24
iPhone 12,12,7000.0,3.6,411,18,18,2025-02-24
iPhone 12 mini,12,6800.0,4.6,374,48,16,2025-02-24
iPhone 12 Pro,12,8500.0,3.5,437,8,25,2025-02-24
iPhone 12 Pro Max,12,9000.0,3.0,489,46,17,2025-02-24
iPhone 13,13,8000.0,3.7,240,9,11,2025-02-24
iPhone 13 mini,13,7800.0,3.7,137,25,18,2025-02-24
iPhone 13 Pro,13,9500.0,3.2,101,43,26,2025-02-24
iPhone 13 Pro Max,13,10000.0,3.2,154,9,23,2025-02-24
iPhone 14,14,9000.0,3.0,71,35,23,2025-02-24
iPhone 14 Plus,14,9200.0,3.9,156,40,19,2025-02-24
iPhone 14 Pro,14,11000.0,4.1,150,18,26,2025-02-24
iPhone 14 Pro Max,14,12000.0,4.6,301,48,29,2025-02-24
iPhone 15,15,10000.0,3.8,271,5,19,2025-02-24
iPhone 15 Plus,15,10200.0,4.9,89,27,27,2025-02-24
iPhone 15 Pro,15,12500.0,3.1,495,29,11,2025-02-24
iPhone 15 Pro Max,15,14000.0,3.6,393,37,23,2025-02-24
iPhone 16,16,11000.0,5.0,396,46,16,2025-02-24
iPhone 16 Pro,16,14000.0,3.3,136,49,20,2025-02-24
iPhone 16 Pro Max,16,16000.0,4.0,64,24,17,2025-02-24
iPhone 17,17,12000.0,3.6,448,27,18,2025-02-24
iPhone 17 Pro,17,15500.0,3.8,382,17,25,2025-02-24
iPhone 17 Pro Max,17,18000.0,4.3,284,23,17,2025-02-24
iPhone X,X,5000.0,4.4,127,46,20,2025-02-25
iPhone XS,X,5200.0,3.0,440,6,22,2025-02-25
iPhone XS Max,X,5500.0,3.9,109,23,21,2025-02-25
iPhone 11,11,6000.0,4.1,45,44,10,2025-02-25
iPhone 11 Pro,11,7000.0,3.3,495,29,19,2025-02-25
iPhone 11 Pro Max,11,8000.0,4.2,466,8,25,2025-02-25
iPhone 12,12,7000.0,4.1,23,9,21,2025-02-25
iPhone 12 mini,12,6800.0,4.2,26,34,20,2025-02-25
iPhone 12 Pro,12,8500.0,4.5,108,27,12,2025-02-25
iPhone 12 Pro Max,12,9000.0,3.9,280,32,14,2025-02-25
iPhone 13,13,8000.0,4.0,428,26,17,2025-02-25
iPhone 13 mini,13,7800.0,4.4,222,49,25,2025-02-25
iPhone 13 Pro,13,9500.0,4.0,56,36,20,2025-02-25
iPhone 13 Pro Max,13,10000.0,3.9,439,36,30,2025-02-25
iPhone 14,14,9000.0,4.1,27,43,18,2025-02-25
iPhone 14 Plus,14,9200.0,3.9,488,38,22,2025-02-25
iPhone 14 Pro,14,11000.0,3.7,411,42,22,2025-02-25
iPhone 14 Pro Max,14,12000.0,4.4,209,39,12,2025-02-25
iPhone 15,15,10000.0,4.1,407,32,24,2025-02-25
iPhone 15 Plus,15,10200.0,3.6,421,16,22,2025-02-25
iPhone 15 Pro,15,12500.0,3.3,215,26,17,2025-02-25
iPhone 15 Pro Max,15,14000.0,3.5,320,8,18,2025-02-25
iPhone 16,16,11000.0,4.6,226,5,20,2025-02-25
iPhone 16 Pro,16,14000.0,3.0,389,16,20,2025-02-25
iPhone 16 Pro Max,16,16000.0,4.0,459,14,31,2025-02-25
iPhone 17,17,12000.0,4.6,336,45,21,2025-02-25
iPhone 17 Pro,17,15500.0,4.4,261,43,17,2025-02-25
iPhone 17 Pro Max,17,18000.0,4.2,323,38,20,2025-02-25
iPhone X,X,5000.0,4.7,87,10,19,2025-02-26
iPhone XS,X,5200.0,3.4,223,26,26,2025-02-26
iPhone XS Max,X,5500.0,4.9,76,16,12,2025-02-26
iPhone 11,11,6000.0,3.5,331,8,19,2025-02-26
iPhone 11 Pro,11,7000.0,3.2,97,21,24,2025-02-26
iPhone 11 Pro Max,11,8000.0,4.4,402,31,16,2025-02-26
iPhone 12,12,7000.0,4.0,286,28,12,2025-02-26
iPhone 12 mini,12,6800.0,3.6,185,39,9,2025-02-26
iPhone 12 Pro,12,8500.0,3.5,117,29,22,2025-02-26
iPhone 12 Pro Max,12,9000.0,4.7,164,10,21,2025-02-26
iPhone 13,13,8000.0,4.4,241,39,16,2025-02-26
iPhone 13 mini,13,7800.0,3.4,483,26,23,2025-02-26
iPhone 13 Pro,13,9500.0,3.6,448,7,17,2025-02-26
iPhone 13 Pro Max,13,10000.0,4.5,93,43,11,2025-02-26
iPhone 14,14,9000.0,5.0,306,49,23,2025-02-26
iPhone 14 Plus,14,9200.0,3.3,49,20,20,2025-02-26
iPhone 14 Pro,14,11000.0,4.1,44,7,20,2025-02-26
iPhone 14 Pro Max,14,12000.0,4.4,126,14,11,2025-02-26
iPhone 15,15,10000.0,4.3,171,7,10,2025-02-26
iPhone 15 Plus,15,10200.0,3.4,425,24,19,2025-02-26
iPhone 15 Pro,15,12500.0,3.6,443,20,14,2025-02-26
iPhone 15 Pro Max,15,14000.0,4.9,404,10,19,2025-02-26
iPhone 16,16,11000.0,4.4,100,10,23,2025-02-26
iPhone 16 Pro,16,14000.0,4.3,344,33,18,2025-02-26
iPhone 16 Pro Max,16,16000.0,4.0,58,37,28,2025-02-26
iPhone 17,17,12000.0,3.1,175,41,7,2025-02-26
iPhone 17 Pro,17,15500.0,3.9,488,14,17,2025-02-26
iPhone 17 Pro Max,17,18000.0,5.0,96,37,11,2025-02-26
iPhone X,X,5000.0,3.2,367,39,35,2025-02-27
iPhone XS,X,5200.0,4.3,473,9,12,2025-02-27
iPhone XS Max,X,5500.0,4.3,190,43,22,2025-02-27
iPhone 11,11,6000.0,3.2,323,49,25,2025-02-27
iPhone 11 Pro,11,7000.0,3.1,137,11,17,2025-02-27
iPhone 11 Pro Max,11,8000.0,3.8,480,32,16,2025-02-27
iPhone 12,12,7000.0,4.2,408,36,16,2025-02-27
iPhone 12 mini,12,6800.0,4.5,358,43,21,2025-02-27
iPhone 12 Pro,12,8500.0,5.0,12,33,25,2025-02-27
iPhone 12 Pro Max,12,9000.0,4.7,232,42,24,2025-02-27
iPhone 13,13,8000.0,5.0,100,40,22,2025-02-27
iPhone 13 mini,13,7800.0,4.3,108,39,25,2025-02-27
iPhone 13 Pro,13,9500.0,4.3,112,5,19,2025-02-27
iPhone 13 Pro Max,13,10000.0,3.1,60,6,24,2025-02-27
iPhone 14,14,9000.0,4.7,457,14,19,2025-02-27
iPhone 14 Plus,14,9200.0,3.9,198,35,16,2025-02-27
iPhone 14 Pro,14,11000.0,4.3,85,40,16,2025-02-27
iPhone 14 Pro Max,14,12000.0,4.9,186,7,20,2025-02-27
iPhone 15,15,10000.0,4.0,227,25,26,2025-02-27
iPhone 15 Plus,15,10200.0,3.5,81,9,24,2025-02-27
iPhone 15 Pro,15,12500.0,3.3,132,20,20,2025-02-27
iPhone 15 Pro Max,15,14000.0,4.7,360,17,17,2025-02-27
iPhone 16,16,11000.0,3.9,320,47,21,2025-02-27
iPhone 16 Pro,16,14000.0,4.6,195,42,17,2025-02-27
iPhone 16 Pro Max,16,16000.0,4.7,404,12,21,2025-02-27
iPhone 17,17,12000.0,3.4,30,12,12,2025-02-27
iPhone 17 Pro,17,15500.0,4.8,456,25,18,2025-02-27
iPhone 17 Pro Max,17,18000.0,3.7,274,19,25,2025-02-27
iPhone X,X,5000.0,4.4,403,33,23,2025-02-28
iPhone XS,X,5200.0,3.4,46,26,21,2025-02-28
iPhone XS Max,X,5500.0,4.9,434,44,20,2025-02-28
iPhone 11,11,6000.0,3.2,168,18,14,2025-02-28
iPhone 11 Pro,11,7000.0,5.0,82,31,23,2025-02-28
iPhone 11 Pro Max,11,8000.0,4.2,224,33,26,2025-02-28
iPhone 12,12,7000.0,4.4,144,46,15,2025-02-28
iPhone 12 mini,12,6800.0,3.3,34,13,18,2025-02-28
iPhone 12 Pro,12,8500.0,4.7,138,27,14,2025-02-28
iPhone 12 Pro Max,12,9000.0,3.2,76,10,22,2025-02-28
iPhone 13,13,8000.0,4.2,335,6,21,2025-02-28
iPhone 13 mini,13,7800.0,4.6,159,41,17,2025-02-28
iPhone 13 Pro,13,9500.0,4.0,33,24,13,2025-02-28
iPhone 13 Pro Max,13,10000.0,4.9,125,49,25,2025-02-28
iPhone 14,14,9000.0,4.2,268,15,22,2025-02-28
